Site	Biogeographic_realm	Disturbance	Activity	Time	Cover_5	LPS_5	MPS_5	Iso_5	Ratio_5	Plants	Invertebrates	Birds	Herpetofauna	Mammals	Cover	Density	Biomass	Height	Litter	Metric	abRR
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.501
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.3026
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	1	0	0	0	0	0	0	0	abundance	0.4058
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	1	0	0	0	0	0	0	0	abundance	0.1875
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	1	0	0	0	0	0	0	0	richness	0.1545
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	1	0	0	0	0	0	0	0	richness	0.1961
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	1	0	0	0	0	0	0	abundance	0.6931
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	1	0	0	0	0	0	0	abundance	0.1054
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	1	0	0	0	0	0	0	richness	0.4055
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	1	0	0	0	0	0	0	richness	0.1398
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	1	0	0	0	0	0	0	abundance	0.4308
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	1	0	0	0	0	0	0	richness	0.1119
45	Neotropic	secondary	passive	12	45	7.681237243	7.406536186	4.027	2.344	0	0	0	1	0	0	0	0	0	0	richness	0.9445
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	2.5203
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	2.2202
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	1.9046
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	1.8284
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.422
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.3489
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.651
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.4055
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.4927
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.294
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.7057
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.4007
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.022
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.0989
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.5408
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.1162
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.6061
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.3167
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.648
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.493
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.9163
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	abundance	0.604
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	diversity	1.0042
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	similarity	0.0253
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	similarity	0.0053
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	similarity	0.2513
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.6931
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.2513
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.5798
45	Neotropic	secondary	passive	20	45	7.681237243	7.406536186	4.027	2.344	0	0	0	0	1	0	0	0	0	0	richness	0.2513
46	Australasia	secondary	passive	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	richness	0.2375
46	Australasia	secondary	passive	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	diversity	0.2029
47	Australasia	secondary	active_plantation	3	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	richness	0.5008
47	Australasia	secondary	active_plantation	3	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	abundance	0.3188
47	Australasia	secondary	active_plantation	3	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	diversity	0.5056
47	Australasia	secondary	active_plantation	3	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	similarity	0.1882
47	Australasia	secondary	active_plantation	3	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	similarity	0.3788
47	Australasia	secondary	active_plantation	3	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	similarity	0.184
47	Australasia	secondary	active_plantation	8	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	richness	0.0953
47	Australasia	secondary	active_plantation	8	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	abundance	0.4542
47	Australasia	secondary	active_plantation	8	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	diversity	0.0255
47	Australasia	secondary	active_plantation	8	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	similarity	0.0134
47	Australasia	secondary	active_plantation	8	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	similarity	0.3747
47	Australasia	secondary	active_plantation	8	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	similarity	0.1553
48	Afrotropic	secondary	passive	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	richness	0.47
48	Afrotropic	secondary	passive	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	richness	1.0678
48	Afrotropic	secondary	passive	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	abundance	0.752
48	Afrotropic	secondary	passive	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0	0	0	abundance	1.6771
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	abundance	0.3238
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	abundance	0.1178
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	abundance	0.4529
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	abundance	0.1279
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	richness	0.0455
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	richness	0.1015
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	richness	0.0822
49	Neotropic	secondary	passive	15	61.25	7.715999349	7.3222153	4.413	2.11	0	1	0	0	0	0	0	0	0	0	richness	0.1719
50	Neotropic	secondary	passive	NA	13.75	6.954238515	6.636818103	1.649	2.889	0	1	0	0	0	0	0	0	0	0	abundance	0.1585
50	Neotropic	secondary	active_plantation	30	13.75	6.954238515	6.636818103	1.649	2.889	0	1	0	0	0	0	0	0	0	0	abundance	0.5074
50	Neotropic	secondary	passive	50	13.75	6.954238515	6.636818103	1.649	2.889	0	1	0	0	0	0	0	0	0	0	abundance	1.0506
50	Neotropic	secondary	passive	NA	13.75	6.954238515	6.636818103	1.649	2.889	0	1	0	0	0	0	0	0	0	0	abundance	0.6819
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	richness	0.0045
51	Indo-Malay	selectively_logged	passive	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	richness	0.1846
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	structure	1.1535
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	0	0	structure	0.123
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	structure	0.0418
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	abundance	0.4435
51	Indo-Malay	selectively_logged	passive	1.5	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	structure	1.4246
51	Indo-Malay	selectively_logged	passive	7	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	structure	1.3808
51	Indo-Malay	selectively_logged	passive	13.5	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	structure	1.2059
51	Indo-Malay	selectively_logged	passive	1.5	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	0	0	structure	1.2216
51	Indo-Malay	selectively_logged	passive	7	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	0	0	structure	0.9136
51	Indo-Malay	selectively_logged	passive	13.5	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	0	0	structure	0.4961
51	Indo-Malay	selectively_logged	passive	1.5	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	structure	0.0494
51	Indo-Malay	selectively_logged	passive	7	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	structure	0.0101
51	Indo-Malay	selectively_logged	passive	13.5	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	structure	0.1714
51	Indo-Malay	selectively_logged	passive	1.5	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	abundance	0.1442
51	Indo-Malay	selectively_logged	passive	7	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	abundance	0.0303
51	Indo-Malay	selectively_logged	passive	13.5	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	abundance	1.1137
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	richness	0.042
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	structure	0.1626
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	0	0	structure	0.4684
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	structure	0.2266
51	Indo-Malay	secondary	passive	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	abundance	0.5991
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	1	0	0	0	structure	1.9935
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	1	0	0	0	structure	1.8722
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	1	0	0	0	structure	1.6629
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	0	1	0	0	structure	0.0784
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	1	0	0	0	structure	0.0134
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	0	1	0	0	structure	1.3613
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	0	1	0	0	structure	1.2968
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	0	1	0	0	structure	1.1669
52	Neotropic	selectively_logged	passive	8.5	87.5	7.924275291	7.924275291	5.189	0.69	0	0	0	0	0	0	0	1	0	0	structure	0.6088
53	Afrotropic	secondary	passive	NA	77.5	7.770848017	7.770848017	3.771	0.746	0	0	0	0	0	0	1	0	0	0	structure	1.1838
54	Neotropic	secondary	passive	2	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	abundance	0.0306
54	Neotropic	secondary	passive	NA	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	diversity	0.2326
54	Neotropic	secondary	passive	NA	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	diversity	0.3735
54	Neotropic	secondary	passive	NA	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	richness	0.6152
54	Neotropic	selectively_logged	passive	6	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	abundance	0.6402
54	Neotropic	selectively_logged	passive	6	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	diversity	0.0867
54	Neotropic	selectively_logged	passive	6	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	diversity	0.3404
54	Neotropic	selectively_logged	passive	6	71.25	7.770848017	7.770848017	4.09	0.983	0	1	0	0	0	0	0	0	0	0	richness	0.2097
55	Neotropic	selectively_logged	passive	NA	96.25	7.959037398	7.959037398	5.41	0.462	0	0	0	0	1	0	0	0	0	0	abundance	0.2058
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	0	0	0	0	1	0	0	0	0	0	abundance	0.2048
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	0	0	0	0	1	0	0	0	0	0	abundance	0.4292
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	1	0	0	0	0	0	0	0	0	0	abundance	0.1286
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	1	0	0	0	0	0	0	0	0	0	abundance	0.3284
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	1	0	0	0	0	0	0	0	0	0	abundance	0.5555
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	1	0	0	0	0	0	0	0	0	0	abundance	0.4218
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	0	0	0	0	0	0	0	1	0	0	structure	0.0202
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	0	0	0	0	0	0	0	0	0	1	structure	0.1513
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	0	0	0	0	0	1	0	0	0	0	structure	0.5445
55	Neotropic	selectively_logged	passive	8	96.25	7.959037398	7.959037398	5.41	0.462	0	1	0	0	0	0	0	0	0	0	abundance	0.1924
57	Australasia	secondary	passive	4	30	7.447154037	6.977719611	3.043	2.491	0	1	0	0	0	0	0	0	0	0	richness	1.0033
57	Australasia	secondary	passive	4	30	7.447154037	6.977719611	3.043	2.491	0	1	0	0	0	0	0	0	0	0	abundance	0.6931
57	Australasia	secondary	passive	8	30	7.447154037	6.977719611	3.043	2.491	0	1	0	0	0	0	0	0	0	0	richness	0.3567
57	Australasia	secondary	passive	8	30	7.447154037	6.977719611	3.043	2.491	0	1	0	0	0	0	0	0	0	0	abundance	0.3983
57	Australasia	secondary	passive	26	30	7.447154037	6.977719611	3.043	2.491	0	1	0	0	0	0	0	0	0	0	richness	0.4568
57	Australasia	secondary	passive	26	30	7.447154037	6.977719611	3.043	2.491	0	1	0	0	0	0	0	0	0	0	abundance	0.665
57	Australasia	secondary	passive	4	30	7.447154037	6.977719611	3.043	2.491	0	0	1	0	0	0	0	0	0	0	richness	0.4055
57	Australasia	secondary	passive	8	30	7.447154037	6.977719611	3.043	2.491	0	0	1	0	0	0	0	0	0	0	richness	0.3102
57	Australasia	secondary	passive	26	30	7.447154037	6.977719611	3.043	2.491	0	0	1	0	0	0	0	0	0	0	richness	0.5108
57	Australasia	secondary	passive	4	30	7.447154037	6.977719611	3.043	2.491	0	0	0	1	0	0	0	0	0	0	richness	0.2624
57	Australasia	secondary	passive	4	30	7.447154037	6.977719611	3.043	2.491	0	0	0	1	0	0	0	0	0	0	abundance	0.08
57	Australasia	secondary	passive	8	30	7.447154037	6.977719611	3.043	2.491	0	0	0	1	0	0	0	0	0	0	richness	0.08
57	Australasia	secondary	passive	8	30	7.447154037	6.977719611	3.043	2.491	0	0	0	1	0	0	0	0	0	0	abundance	0.026
57	Australasia	secondary	passive	26	30	7.447154037	6.977719611	3.043	2.491	0	0	0	1	0	0	0	0	0	0	richness	0
57	Australasia	secondary	passive	26	30	7.447154037	6.977719611	3.043	2.491	0	0	0	1	0	0	0	0	0	0	abundance	0.08
58	Afrotropic	secondary	active_plantation	5	6.25	6.47711726	6.397936014	0.618	3.5	0	1	0	0	0	0	0	0	0	0	abundance	0.4271
58	Afrotropic	secondary	active_plantation	5	6.25	6.47711726	6.397936014	0.618	3.5	0	1	0	0	0	0	0	0	0	0	richness	0.0154
58	Afrotropic	secondary	active_plantation	5	6.25	6.47711726	6.397936014	0.618	3.5	0	1	0	0	0	0	0	0	0	0	abundance	0.0729
59	Neotropic	secondary	passive	1	27.5	7.505145984	7.230444927	3.244	1.969	0	0	1	0	0	0	0	0	0	0	richness	0.0736
59	Neotropic	secondary	passive	1	27.5	7.505145984	7.230444927	3.244	1.969	0	0	1	0	0	0	0	0	0	0	abundance	0.1388
59	Neotropic	secondary	passive	1	27.5	7.505145984	7.230444927	3.244	1.969	0	0	1	0	0	0	0	0	0	0	diversity	0.0542
59	Neotropic	secondary	passive	11	27.5	7.505145984	7.230444927	3.244	1.969	0	0	1	0	0	0	0	0	0	0	richness	0.3547
59	Neotropic	secondary	passive	11	27.5	7.505145984	7.230444927	3.244	1.969	0	0	1	0	0	0	0	0	0	0	abundance	1.2788
59	Neotropic	secondary	passive	11	27.5	7.505145984	7.230444927	3.244	1.969	0	0	1	0	0	0	0	0	0	0	diversity	0.0003
60	Neotropic	selectively_logged	passive	7	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	abundance	#N?M!
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	abundance	0.2531
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	abundance	0.1135
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	abundance	0.3391
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	abundance	0.4298
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	abundance	#N?M!
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	richness	0.0572
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	richness	0.2412
60	Neotropic	selectively_logged	passive	3	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	1	0	0	0	0	0	richness	#N?M!
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	richness	0.1137
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	richness	0.0771
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	0	1	0	0	0	0	structure	0.0395
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	0	0	0	1	0	0	0	0	structure	0.0251
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	richness	0.0953
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	richness	0.0924
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	diversity	0.0235
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	diversity	0.1001
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	diversity	0.027
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	diversity	0.0572
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1786
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1027
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.3073
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.3494
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.03
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1798
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1567
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.7375
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1056
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1769
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	1.242
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1068
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.4169
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.3325
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.589
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.7657
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.0017
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1189
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.9084
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.1179
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	0.2514
60	Neotropic	selectively_logged	passive	1.5	90	7.968478954	7.968478954	5.477	0.538	0	0	1	0	0	0	0	0	0	0	abundance	2.3979
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	0	0	0	1	0	0	0	0	structure	0.5046
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	0	0	0	1	0	0	0	0	structure	0.4568
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	0	0	0	0	0	0	1	0	structure	0
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	0	0	0	0	0	1	0	0	structure	0.4613
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	0	0	0	0	1	0	0	0	structure	0.299
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	1	0	0	0	0	0	0	0	richness	0.2474
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	1	0	0	0	0	0	0	0	abundance	0.5605
61	Indo-Malay	selectively_logged	passive	3	42.5	7.301026001	6.954238515	3.327	2.427	0	0	1	0	0	0	0	0	0	0	abundance	1.1896
62	Indo-Malay	secondary	passive	3	61.25	7.819539941	7.819539941	4.027	1.03	0	0	1	0	0	0	0	0	0	0	richness	0.2697
62	Indo-Malay	secondary	passive	3	61.25	7.819539941	7.819539941	4.027	1.03	0	0	1	0	0	0	0	0	0	0	abundance	0.5637
62	Indo-Malay	secondary	passive	3	61.25	7.819539941	7.819539941	4.027	1.03	0	0	1	0	0	0	0	0	0	0	diversity	0.1744
