Site	Biogeographic_realm	Disturbance	Activity	Time	Cover_100	LPS_100	MPS_100	Iso_100	Ratio_100	Plants	Invertebrates	Birds	Herpetofauna	Mammals	Cover	Density	Biomass	Height	Litter	Metric	abRR
44	Neotropic	secondary	passive	3	91.597	10.4530237	9.093478597	411.255	3.14	1	0	0	0	0	0	0	0	0	0	diversity	0.5574
44	Neotropic	secondary	passive	8	91.597	10.4530237	9.093478597	411.255	3.14	1	0	0	0	0	0	0	0	0	0	diversity	0.2521
44	Neotropic	secondary	passive	16	91.597	10.4530237	9.093478597	411.255	3.14	1	0	0	0	0	0	0	0	0	0	diversity	0.5713
44	Neotropic	secondary	passive	29	91.597	10.4530237	9.093478597	411.255	3.14	1	0	0	0	0	0	0	0	0	0	diversity	0.0316
45	Neotropic	secondary	passive	NA	16.591	9.606592314	7.617621924	171.718	3.093	1	0	0	0	0	0	0	0	0	0	richness	1.077
45	Neotropic	secondary	passive	NA	16.591	9.606592314	7.617621924	171.718	3.093	1	0	0	0	0	0	0	0	0	0	abundance	0.3013
45	Neotropic	secondary	passive	NA	16.591	9.606592314	7.617621924	171.718	3.093	1	0	0	0	0	0	0	0	0	0	diversity	0.9959
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	1	0	0	0	0	0	0	0	0	0	abundance	2.8973
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	1	0	0	0	0	0	0	0	0	0	abundance	1.9045
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	1	0	0	0	0	0	0	0	0	0	richness	2.2732
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	1	0	0	0	0	0	0	0	0	0	richness	0.2746
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	1	0	0	0	0	0	0	0	0	abundance	0.5434
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	1	0	0	0	0	0	0	0	0	abundance	1.4098
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	1	0	0	0	0	0	0	0	0	richness	0.3765
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	1	0	0	0	0	0	0	0	0	richness	0.6007
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.2312
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	2.2254
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.0313
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.7331
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	2.52
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.501
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.3026
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	1	0	0	0	0	0	0	0	abundance	0.4058
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	1	0	0	0	0	0	0	0	abundance	0.1875
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	1	0	0	0	0	0	0	0	richness	0.1545
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	1	0	0	0	0	0	0	0	richness	0.1961
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	1	0	0	0	0	0	0	abundance	0.6931
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	1	0	0	0	0	0	0	abundance	0.1054
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	1	0	0	0	0	0	0	richness	0.4055
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	1	0	0	0	0	0	0	richness	0.1398
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	1	0	0	0	0	0	0	abundance	0.4308
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	1	0	0	0	0	0	0	richness	0.1119
45	Neotropic	secondary	passive	12	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	1	0	0	0	0	0	0	richness	0.9445
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	2.5203
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	2.2202
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	1.9046
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	1.8284
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.422
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.3489
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.651
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.4055
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.4927
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.294
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.7057
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.4007
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.022
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.0989
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.5408
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.1162
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.6061
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.3167
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.648
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.493
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.9163
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	abundance	0.604
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	diversity	1.0042
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	similarity	0.0253
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	similarity	0.0053
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	similarity	0.2513
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.6931
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.2513
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.5798
45	Neotropic	secondary	passive	20	16.591	9.606592314	7.617621924	171.718	3.093	0	0	0	0	1	0	0	0	0	0	richness	0.2513
46	Australasia	secondary	passive	NA	1.269	7.623245296	6.392991431	28.665	3.53	0	1	0	0	0	0	0	0	0	0	richness	0.2375
46	Australasia	secondary	passive	NA	1.269	7.623245296	6.392991431	28.665	3.53	0	1	0	0	0	0	0	0	0	0	diversity	0.2029
47	Australasia	secondary	active_plantation	3	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	richness	0.5008
47	Australasia	secondary	active_plantation	3	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	abundance	0.3188
47	Australasia	secondary	active_plantation	3	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	diversity	0.5056
47	Australasia	secondary	active_plantation	3	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	similarity	0.1882
47	Australasia	secondary	active_plantation	3	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	similarity	0.3788
47	Australasia	secondary	active_plantation	3	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	similarity	0.184
47	Australasia	secondary	active_plantation	8	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	richness	0.0953
47	Australasia	secondary	active_plantation	8	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	abundance	0.4542
47	Australasia	secondary	active_plantation	8	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	diversity	0.0255
47	Australasia	secondary	active_plantation	8	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	similarity	0.0134
47	Australasia	secondary	active_plantation	8	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	similarity	0.3747
47	Australasia	secondary	active_plantation	8	1.291	7.623245296	6.388781297	30.084	3.534	0	1	0	0	0	0	0	0	0	0	similarity	0.1553
48	Afrotropic	secondary	passive	NA	1.071	8.482869589	7.478431314	18.49	3.063	0	1	0	0	0	0	0	0	0	0	richness	0.47
48	Afrotropic	secondary	passive	NA	1.071	8.482869589	7.478431314	18.49	3.063	0	1	0	0	0	0	0	0	0	0	richness	1.0678
48	Afrotropic	secondary	passive	NA	1.071	8.482869589	7.478431314	18.49	3.063	0	1	0	0	0	0	0	0	0	0	abundance	0.752
48	Afrotropic	secondary	passive	NA	1.071	8.482869589	7.478431314	18.49	3.063	0	1	0	0	0	0	0	0	0	0	abundance	1.6771
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	abundance	0.3238
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	abundance	0.1178
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	abundance	0.4529
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	abundance	0.1279
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	richness	0.0455
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	richness	0.1015
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	richness	0.0822
49	Neotropic	secondary	passive	15	42.506	10.11544009	8.167247682	251.694	3.567	0	1	0	0	0	0	0	0	0	0	richness	0.1719
50	Neotropic	secondary	passive	NA	34.17	9.6484536	7.571173059	252.812	2.712	0	1	0	0	0	0	0	0	0	0	abundance	0.1585
50	Neotropic	secondary	active_plantation	30	34.17	9.6484536	7.571173059	252.812	2.712	0	1	0	0	0	0	0	0	0	0	abundance	0.5074
50	Neotropic	secondary	passive	50	34.17	9.6484536	7.571173059	252.812	2.712	0	1	0	0	0	0	0	0	0	0	abundance	1.0506
50	Neotropic	secondary	passive	NA	34.17	9.6484536	7.571173059	252.812	2.712	0	1	0	0	0	0	0	0	0	0	abundance	0.6819
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	richness	0.0045
51	Indo-Malay	selectively_logged	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	richness	0.1846
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	1	0	0	structure	1.1535
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	1	0	0	0	0	structure	0.123
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	0	1	0	structure	0.0418
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	abundance	0.4435
51	Indo-Malay	selectively_logged	passive	1.5	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	1	0	0	structure	1.4246
51	Indo-Malay	selectively_logged	passive	7	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	1	0	0	structure	1.3808
51	Indo-Malay	selectively_logged	passive	13.5	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	1	0	0	structure	1.2059
51	Indo-Malay	selectively_logged	passive	1.5	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	1	0	0	0	0	structure	1.2216
51	Indo-Malay	selectively_logged	passive	7	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	1	0	0	0	0	structure	0.9136
51	Indo-Malay	selectively_logged	passive	13.5	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	1	0	0	0	0	structure	0.4961
51	Indo-Malay	selectively_logged	passive	1.5	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	0	1	0	structure	0.0494
51	Indo-Malay	selectively_logged	passive	7	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	0	1	0	structure	0.0101
51	Indo-Malay	selectively_logged	passive	13.5	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	0	1	0	structure	0.1714
51	Indo-Malay	selectively_logged	passive	1.5	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	abundance	0.1442
51	Indo-Malay	selectively_logged	passive	7	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	abundance	0.0303
51	Indo-Malay	selectively_logged	passive	13.5	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	abundance	1.1137
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	richness	0.042
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	1	0	0	structure	0.1626
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	1	0	0	0	0	structure	0.4684
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	0	0	0	0	0	0	0	0	1	0	structure	0.2266
51	Indo-Malay	secondary	passive	NA	0.744	7.724271875	6.819539941	18.705	2.993	1	0	0	0	0	0	0	0	0	0	abundance	0.5991
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	1	0	0	0	structure	1.9935
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	1	0	0	0	structure	1.8722
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	1	0	0	0	structure	1.6629
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	0	1	0	0	structure	0.0784
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	1	0	0	0	structure	0.0134
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	0	1	0	0	structure	1.3613
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	0	1	0	0	structure	1.2968
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	0	1	0	0	structure	1.1669
52	Neotropic	selectively_logged	passive	8.5	95.17	10.47147841	9.626512343	419.171	3.301	0	0	0	0	0	0	0	1	0	0	structure	0.6088
53	Afrotropic	secondary	passive	NA	8.851	9.12188399	7.333149615	101.809	3.008	0	0	0	0	0	0	1	0	0	0	structure	1.1838
54	Neotropic	secondary	passive	2	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	abundance	0.0306
54	Neotropic	secondary	passive	NA	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	diversity	0.2326
54	Neotropic	secondary	passive	NA	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	diversity	0.3735
54	Neotropic	secondary	passive	NA	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	richness	0.6152
54	Neotropic	selectively_logged	passive	6	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	abundance	0.6402
54	Neotropic	selectively_logged	passive	6	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	diversity	0.0867
54	Neotropic	selectively_logged	passive	6	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	diversity	0.3404
54	Neotropic	selectively_logged	passive	6	20.022	9.619089336	7.524045078	184.6	2.667	0	1	0	0	0	0	0	0	0	0	richness	0.2097
55	Neotropic	selectively_logged	passive	NA	93.516	10.42260226	9.2599779	414.129	2.674	0	0	0	0	1	0	0	0	0	0	abundance	0.2058
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	0	0	0	0	1	0	0	0	0	0	abundance	0.2048
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	0	0	0	0	1	0	0	0	0	0	abundance	0.4292
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	1	0	0	0	0	0	0	0	0	0	abundance	0.1286
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	1	0	0	0	0	0	0	0	0	0	abundance	0.3284
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	1	0	0	0	0	0	0	0	0	0	abundance	0.5555
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	1	0	0	0	0	0	0	0	0	0	abundance	0.4218
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	0	0	0	0	0	0	0	1	0	0	structure	0.0202
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	0	0	0	0	0	0	0	0	0	1	structure	0.1513
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	0	0	0	0	0	1	0	0	0	0	structure	0.5445
55	Neotropic	selectively_logged	passive	8	93.516	10.42260226	9.2599779	414.129	2.674	0	1	0	0	0	0	0	0	0	0	abundance	0.1924
57	Australasia	secondary	passive	4	25.714	9.539949847	7.704168529	178.722	3.01	0	1	0	0	0	0	0	0	0	0	richness	1.0033
57	Australasia	secondary	passive	4	25.714	9.539949847	7.704168529	178.722	3.01	0	1	0	0	0	0	0	0	0	0	abundance	0.6931
57	Australasia	secondary	passive	8	25.714	9.539949847	7.704168529	178.722	3.01	0	1	0	0	0	0	0	0	0	0	richness	0.3567
57	Australasia	secondary	passive	8	25.714	9.539949847	7.704168529	178.722	3.01	0	1	0	0	0	0	0	0	0	0	abundance	0.3983
57	Australasia	secondary	passive	26	25.714	9.539949847	7.704168529	178.722	3.01	0	1	0	0	0	0	0	0	0	0	richness	0.4568
57	Australasia	secondary	passive	26	25.714	9.539949847	7.704168529	178.722	3.01	0	1	0	0	0	0	0	0	0	0	abundance	0.665
57	Australasia	secondary	passive	4	25.714	9.539949847	7.704168529	178.722	3.01	0	0	1	0	0	0	0	0	0	0	richness	0.4055
57	Australasia	secondary	passive	8	25.714	9.539949847	7.704168529	178.722	3.01	0	0	1	0	0	0	0	0	0	0	richness	0.3102
57	Australasia	secondary	passive	26	25.714	9.539949847	7.704168529	178.722	3.01	0	0	1	0	0	0	0	0	0	0	richness	0.5108
57	Australasia	secondary	passive	4	25.714	9.539949847	7.704168529	178.722	3.01	0	0	0	1	0	0	0	0	0	0	richness	0.2624
57	Australasia	secondary	passive	4	25.714	9.539949847	7.704168529	178.722	3.01	0	0	0	1	0	0	0	0	0	0	abundance	0.08
57	Australasia	secondary	passive	8	25.714	9.539949847	7.704168529	178.722	3.01	0	0	0	1	0	0	0	0	0	0	richness	0.08
57	Australasia	secondary	passive	8	25.714	9.539949847	7.704168529	178.722	3.01	0	0	0	1	0	0	0	0	0	0	abundance	0.026
57	Australasia	secondary	passive	26	25.714	9.539949847	7.704168529	178.722	3.01	0	0	0	1	0	0	0	0	0	0	richness	0
57	Australasia	secondary	passive	26	25.714	9.539949847	7.704168529	178.722	3.01	0	0	0	1	0	0	0	0	0	0	abundance	0.08
58	Afrotropic	secondary	active_plantation	5	0.521	7.342418686	6.553609368	16.815	3.289	0	1	0	0	0	0	0	0	0	0	abundance	0.4271
58	Afrotropic	secondary	active_plantation	5	0.521	7.342418686	6.553609368	16.815	3.289	0	1	0	0	0	0	0	0	0	0	richness	0.0154
58	Afrotropic	secondary	active_plantation	5	0.521	7.342418686	6.553609368	16.815	3.289	0	1	0	0	0	0	0	0	0	0	abundance	0.0729
59	Neotropic	secondary	passive	1	93.083	10.35485324	9.508735153	415.205	1.478	0	0	1	0	0	0	0	0	0	0	richness	0.0736
59	Neotropic	secondary	passive	1	93.083	10.35485324	9.508735153	415.205	1.478	0	0	1	0	0	0	0	0	0	0	abundance	0.1388
59	Neotropic	secondary	passive	1	93.083	10.35485324	9.508735153	415.205	1.478	0	0	1	0	0	0	0	0	0	0	diversity	0.0542
59	Neotropic	secondary	passive	11	93.083	10.35485324	9.508735153	415.205	1.478	0	0	1	0	0	0	0	0	0	0	richness	0.3547
59	Neotropic	secondary	passive	11	93.083	10.35485324	9.508735153	415.205	1.478	0	0	1	0	0	0	0	0	0	0	abundance	1.2788
59	Neotropic	secondary	passive	11	93.083	10.35485324	9.508735153	415.205	1.478	0	0	1	0	0	0	0	0	0	0	diversity	0.0003
60	Neotropic	selectively_logged	passive	7	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	abundance	#N?M!
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	abundance	0.2531
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	abundance	0.1135
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	abundance	0.3391
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	abundance	0.4298
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	abundance	#N?M!
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	richness	0.0572
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	richness	0.2412
60	Neotropic	selectively_logged	passive	3	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	1	0	0	0	0	0	richness	#N?M!
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	richness	0.1137
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	richness	0.0771
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	0	1	0	0	0	0	structure	0.0395
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	0	0	0	1	0	0	0	0	structure	0.0251
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	richness	0.0953
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	richness	0.0924
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	diversity	0.0235
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	diversity	0.1001
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	diversity	0.027
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	diversity	0.0572
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	abundance	0.1786
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	abundance	0.1027
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	abundance	0.3073
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	abundance	0.3494
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	abundance	0.03
60	Neotropic	selectively_logged	passive	1.5	86.659	10.27241783	9.109349529	395.885	2.54	0	0	1	0	0	0	0	0	0	0	abundance	0.1798
